Date,MatchTime,OrderID,Participant,CounterParty,API,AccountID,TraderID,ContractID,TradePrice,TradeSize,BuySell,StockCode,StockName,Market,Currency,Product,OrderValidity,OrderQty,BalanceQty,MarriedTrade,CustomerInfo
2018-06-08,09:00:59,612C090100010C6E,252,252,72252B,0002027,108,3000003,1.29,170000,S,G13_RY,Genting Sing,READY,SGD,Cash,DAY,170000,0,Y,00000002523TSG1
2018-06-08,09:00:59,612C090100010C6F,252,252,72252B,0002001,108,3000003,1.29,170000,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,170000,0,Y,00000002524TSG1
2018-06-08,09:18:19,612C090100010CF4,252,252,72252B,0002001,108,25,1,2,B,G13_US,Genting Sing,UNIT,SGD,Cash,DAY,52,50,N,00003471219OSG1
2018-06-08,09:18:19,612C090100010CFA,252,252,72252B,0002027,108,25,1,2,S,G13_US,Genting Sing,UNIT,SGD,Cash,DAY,2,0,N,00003471221OSG1
2018-06-08,09:18:40,612C090100010CF4,252,252,72252B,0002001,108,26,1,5,B,G13_US,Genting Sing,UNIT,SGD,Cash,DAY,52,45,N,00003471219OSG1
2018-06-08,09:18:40,612C090100010CFC,252,252,72252B,0002027,108,26,1,5,S,G13_US,Genting Sing,UNIT,SGD,Cash,DAY,5,0,N,00003471222OSG1
2018-06-08,09:29:10,612C090100010D3B,252,252,72252B,0002801,108,3000004,0.7,30000,S,40F_RY,$ Alliance Mineral,READY,SGD,Cash,DAY,30000,0,Y,00000002540TSG1
2018-06-08,09:29:10,612C090100010D3C,252,252,72252B,0000000,108,3000004,0.7,30000,B,40F_RY,$ Alliance Mineral,READY,SGD,Cash,DAY,30000,0,Y,00000002541TSG1
2018-06-08,09:43:52,612AA10100010C22,252,252,72252B,0003017,CCC,35,1.3,14000,B,G13_RY,Genting Sing,READY,SGD,Cash,GTD,14000,0,N,00003471191OSG1
2018-06-08,09:43:52,612AA10100010C23,252,252,72252B,0003017,CCC,36,1.3,16000,B,G13_RY,Genting Sing,READY,SGD,Cash,GTD,16000,0,N,00003471192OSG1
2018-06-08,09:43:52,612AA10100010C25,252,252,72252B,0003017,CCC,37,1.3,18000,B,G13_RY,Genting Sing,READY,SGD,Cash,GTD,18000,0,N,00003471193OSG1
2018-06-08,09:43:52,612AA10100010C27,252,252,72252B,0003017,CCC,38,1.3,18000,B,G13_RY,Genting Sing,READY,SGD,Cash,GTM,18000,0,N,00003471194OSG1
2018-06-08,09:43:52,612AA10100010C2A,252,252,72252B,0003017,CCC,34,1.31,1000,B,G13_RY,Genting Sing,READY,SGD,Cash,GTD,1000,0,N,00003471195OSG1
2018-06-08,09:43:52,612C090100010C3B,252,252,72252B,0002001,108,39,1.3,100,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,100,0,N,00003471200OSG1
2018-06-08,09:43:52,612C090100010CDA,252,252,72252B,0002001,108,40,1.3,200,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,200,0,N,00003471201OSG1
2018-06-08,09:43:52,612C090100010CDB,252,252,72252B,0002001,108,41,1.3,300,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,300,0,N,00003471202OSG1
2018-06-08,09:43:52,612C090100010CDC,252,252,72252B,0002001,108,42,1.3,400,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,400,0,N,00003471203OSG1
2018-06-08,09:43:52,612C090100010CDD,252,252,72252B,0002001,108,43,1.3,100,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,100,0,N,00003471204OSG1
2018-06-08,09:43:52,612C090100010CDE,252,252,72252B,0002001,108,44,1.3,700,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,700,0,N,00003471205OSG1
2018-06-08,09:43:52,612C090100010CE0,252,252,72252B,0002001,108,45,1.3,900,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,900,0,N,00003471206OSG1
2018-06-08,09:43:52,612C090100010CE1,252,252,72252B,0002001,108,46,1.3,1100,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,1100,0,N,00003471207OSG1
2018-06-08,09:43:52,612C090100010CE2,252,252,72252B,0002001,108,47,1.3,1200,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,1200,0,N,00003471208OSG1
2018-06-08,09:43:52,612C090100010CE3,252,252,72252B,0002001,108,48,1.3,300,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,300,0,N,00003471209OSG1
2018-06-08,09:43:52,612C090100010CE4,252,252,72252B,0002001,108,49,1.3,400,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,400,0,N,00003471210OSG1
2018-06-08,09:43:52,612C090100010CE5,252,252,72252B,0002001,108,50,1.3,500,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,500,0,N,00003471211OSG1
2018-06-08,09:43:52,612C090100010CE6,252,252,72252B,0002001,108,51,1.3,800,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,800,0,N,00003471212OSG1
2018-06-08,09:43:52,612C090100010CE7,252,252,72252B,0002001,108,52,1.3,900,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,900,0,N,00003471213OSG1
2018-06-08,09:43:52,612C090100010CE8,252,252,72252B,0002001,108,53,1.3,1200,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,1200,0,N,00003471214OSG1
2018-06-08,09:43:52,612C090100010CE9,252,252,72252B,0002001,108,54,1.3,3200,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,3200,0,N,00003471215OSG1
2018-06-08,09:43:52,612C090100010CEA,252,252,72252B,0002001,108,55,1.3,100,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,100,0,N,00003471216OSG1
2018-06-08,09:43:52,612C090100010CEB,252,252,72252B,0002001,108,56,1.3,1300,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,1300,0,N,00003471217OSG1
2018-06-08,09:43:52,612C090100010ED3,252,252,72252B,0002001,108,57,1.3,300,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,300,0,N,00003471223OSG1
2018-06-08,09:43:52,612C090100010ED4,252,252,72252B,0002001,108,58,1.3,400,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,400,0,N,00003471224OSG1
2018-06-08,09:43:52,612C090100010EDD,252,252,72252B,0002001,108,59,1.29,300,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,300,0,N,00003471227OSG1
2018-06-08,09:43:52,612C090100010EDE,252,252,72252B,0002001,108,60,1.29,700,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,700,0,N,00003471228OSG1
2018-06-08,09:43:52,612C090100010EDF,252,252,72252B,0002001,108,61,1.29,700,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,700,0,N,00003471229OSG1
2018-06-08,09:43:52,612C090100010EE0,252,252,72252B,0002001,108,62,1.29,1100,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,1100,0,N,00003471230OSG1
2018-06-08,09:43:52,612C090100010EE1,252,252,72252B,0002001,108,63,1.29,1200,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,1200,0,N,00003471231OSG1
2018-06-08,09:43:52,612C090100010EE2,252,252,72252B,0002001,108,64,1.29,2100,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,2100,0,N,00003471232OSG1
2018-06-08,09:43:52,612C090100010EE3,252,252,72252B,0002001,108,65,1.29,100,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,100,0,N,00003471233OSG1
2018-06-08,09:43:52,612C090100010EE4,252,252,72252B,0002001,108,66,1.29,300,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,300,0,N,00003471234OSG1
2018-06-08,09:43:52,612C090100010EE5,252,252,72252B,0002001,108,67,1.29,200,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,200,0,N,00003471235OSG1
2018-06-08,09:43:52,612C090100010EE6,252,252,72252B,0002001,108,68,1.29,400,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,400,0,N,00003471236OSG1
2018-06-08,09:43:52,612C090100010EE7,252,252,72252B,0002001,108,69,1.29,500,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,500,0,N,00003471237OSG1
2018-06-08,09:43:52,612C090100010EE8,252,252,72252B,0002001,108,70,1.29,900,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,900,0,N,00003471238OSG1
2018-06-08,09:43:52,612C090100010EE9,252,252,72252B,0002001,108,71,1.29,1000,B,G13_RY,Genting Sing,READY,SGD,Cash,DAY,1000,0,N,00003471239OSG1
2018-06-08,09:43:52,612C090100010EEA,252,252,72252B,0002027,108,34,1.31,1000,S,G13_RY,Genting Sing,READY,SGD,Cash,DAY,100000,99000,N,00003471240OSG1
2018-06-08,09:43:52,612C090100010EEA,252,252,72252B,0002027,108,35,1.3,14000,S,G13_RY,Genting Sing,READY,SGD,Cash,DAY,100000,85000,N,00003471240OSG1
2018-06-08,09:43:52,612C090100010EEA,252,252,72252B,0002027,108,36,1.3,16000,S,G13_RY,Genting Sing,READY,SGD,Cash,DAY,100000,69000,N,00003471240OSG1
