EnteredTimestamp,EventTimestamp,EnteredBy,CounterpartyViewCode,ExchangeAccountCode,InstrumentViewCode,BuySell,BuySellQualifier,OrderValue,OrderPrice,OrderStatus,VolumeDone,AveragePrice,VolumeLeft,MarketId,OrderNotes,RouteId,ExchangeOrderId,OrderFlags,ErrorText,CompletionReason,ExpiryTimestamp,ExpiryType,OrderId,OrderVersion,ParentOrderId,Currency,StartOfDayQty,GrossPriceToday,VolumeDoneToday,TradeAmountToday
20180626 09:37:14.803245 +0800 ,20180626 09:37:16.015066 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,5000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D1D,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471573DOSG1,1,ITGS11800833-20180626,SGD,5000.0,,0,0
20180626 09:37:17.325971 +0800 ,20180626 09:37:18.562447 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,5000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D1F,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471574DOSG1,1,ITGS11800835-20180626,SGD,5000.0,,0,0
20180626 09:37:19.830754 +0800 ,20180626 09:37:20.996447 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,5000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D21,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471575DOSG1,1,ITGS11800837-20180626,SGD,5000.0,,0,0
20180626 09:37:22.346197 +0800 ,20180626 09:37:23.534119 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,5000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D23,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471576DOSG1,1,ITGS11800840-20180626,SGD,5000.0,,0,0
20180626 09:37:24.856044 +0800 ,20180626 09:37:25.971942 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,5000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D25,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471577DOSG1,1,ITGS11800843-20180626,SGD,5000.0,,0,0
20180626 09:37:27.386529 +0800 ,20180626 09:37:28.523296 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,5000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D27,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471578DOSG1,1,ITGS11800847-20180626,SGD,5000.0,,0,0
20180626 09:37:29.903999 +0800 ,20180626 09:37:31.073248 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,5000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D29,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471579DOSG1,1,ITGS11800851-20180626,SGD,5000.0,,0,0
20180626 09:37:32.410178 +0800 ,20180626 09:37:33.513399 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,5000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D2B,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471580DOSG1,1,ITGS11800855-20180626,SGD,5000.0,,0,0
20180626 09:37:34.913051 +0800 ,20180626 09:37:36.083341 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,5000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D2D,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471581DOSG1,1,ITGS11800858-20180626,SGD,5000.0,,0,0
20180626 09:37:37.432148 +0800 ,20180626 09:37:38.543624 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,5000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D2F,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471582DOSG1,1,ITGS11800862-20180626,SGD,5000.0,,0,0
20180626 09:37:39.927283 +0800 ,20180626 09:37:41.085974 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,5000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D31,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471583DOSG1,1,ITGS11800865-20180626,SGD,5000.0,,0,0
20180626 09:37:42.455204 +0800 ,20180626 09:37:43.635902 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,5000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D33,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471584DOSG1,1,ITGS11800868-20180626,SGD,5000.0,,0,0
20180626 09:37:44.968149 +0800 ,20180626 09:37:46.075951 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,5000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D35,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471585DOSG1,1,ITGS11800871-20180626,SGD,5000.0,,0,0
20180626 09:37:47.492769 +0800 ,20180626 09:37:48.618464 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,5000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D37,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471586DOSG1,1,ITGS11800876-20180626,SGD,5000.0,,0,0
20180626 09:37:49.992770 +0800 ,20180626 09:37:51.163789 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,5000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D39,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471587DOSG1,1,ITGS11800878-20180626,SGD,5000.0,,0,0
20180626 09:37:52.531003 +0800 ,20180626 09:37:53.704038 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,5000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D3B,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471588DOSG1,1,ITGS11800880-20180626,SGD,5000.0,,0,0
20180626 09:37:55.038367 +0800 ,20180626 09:37:56.139944 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,5000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D3D,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471589DOSG1,1,ITGS11800885-20180626,SGD,5000.0,,0,0
20180626 09:36:40.081723 +0800 ,20180626 09:37:56.246314 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,400.0,0.325,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D00,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471558DOSG1,1,ITGS11800886-20180626,SGD,400.0,,0,0
20180626 09:36:40.084503 +0800 ,20180626 09:37:56.247309 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,100.0,0.33,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D01,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471559DOSG1,1,ITGS11800887-20180626,SGD,100.0,,0,0
20180626 09:41:01.793085 +0800 ,20180626 09:41:02.999639 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,8000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D41,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471590DOSG1,1,ITGS11801000-20180626,SGD,8000.0,,0,0
20180626 09:41:03.761541 +0800 ,20180626 09:41:05.056889 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,8000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D43,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471591DOSG1,1,ITGS11801005-20180626,SGD,8000.0,,0,0
20180626 09:41:06.309318 +0800 ,20180626 09:41:07.645622 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,8000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D45,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471592DOSG1,1,ITGS11801011-20180626,SGD,8000.0,,0,0
20180626 09:41:08.821380 +0800 ,20180626 09:41:10.120747 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,8000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D47,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471593DOSG1,1,ITGS11801015-20180626,SGD,8000.0,,0,0
20180626 09:41:11.331181 +0800 ,20180626 09:41:12.555669 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,8000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D49,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471594DOSG1,1,ITGS11801019-20180626,SGD,8000.0,,0,0
20180626 09:41:13.854771 +0800 ,20180626 09:41:15.097335 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,8000.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D4B,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471595DOSG1,1,ITGS11801023-20180626,SGD,8000.0,,0,0
20180626 09:41:59.728648 +0800 ,20180626 09:42:16.621192 +0800 ,chweepeng,DSL-SGP,2001,GGR.SP,B, ,500.0,0.32,C,500.0,0.32,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010D4D,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471596DOSG1,1,00010117745ORHK1,SGD,500.0,0.3200,500.0,160.0
20180626 09:42:16.496727 +0800 ,20180626 09:42:17.675949 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,8000.0,0.32,C,500.0,0.32,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D4E,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471597DOSG1,1,ITGS11801051-20180626,SGD,8000.0,0.3200,500.0,160.0
20180626 09:42:18.097390 +0800 ,20180626 09:42:19.260608 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,7500.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D50,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471598DOSG1,1,ITGS11801056-20180626,SGD,7500.0,,0,0
20180626 09:42:20.624363 +0800 ,20180626 09:42:21.813069 +0800 ,SGDealer,DIS-ALGO,2014,GGR.SP,S, ,7500.0,0.32,C,0.0,0.0,0.0,SES-MAIN,DIS-ALGO|,DIRECT,6145590100010D52,AGA ,SUCCESS,D,20180626 20:00:00.000000 +0800 ,GFD,00003471599DOSG1,1,ITGS11801061-20180626,SGD,7500.0,,0,0
20180626 09:47:38.830496 +0800 ,20180626 09:47:38.929743 +0800 ,chweepeng,DSL-SGP,2001,GGR.O.SP,B, ,21.0,0.3,C,21.0,0.3,0.0,SES-ODD,EX:UAT test order,DIRECT,6145590100010DCE,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471611DOSG1,1,00010117763ORHK1,SGD,21.0,0.3000,21.0,6.3
20180626 09:48:27.465633 +0800 ,20180626 09:48:27.477295 +0800 ,chweepeng,CROSS-SG,2411,HPHT.O.SP,S, ,44.0,0.27,C,0.0,0.0,0.0,SES-ODD,EX:UAT test order,DIRECT,,AGA ,The premium is outside the allowed price limits for this instrument.,F,20180626 20:00:00.000000 +0800 ,GFD,00003471613DOSG1,1,00010117765ORHK1,USD,44.0,,0,0
20180626 09:49:00.036836 +0800 ,20180626 09:49:12.951267 +0800 ,chweepeng,CROSS-SG,2411,HPHT.O.SP,S, ,44.0,0.27,C,44.0,0.27,0.0,SES-ODD,EX:UAT test order,DIRECT,6145590100010DD7,AGA FOR ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471614DOSG1,1,00010117767ORHK1,USD,44.0,0.2700,44.0,11.88
20180626 09:50:08.167776 +0800 ,20180626 09:50:08.183793 +0800 ,chweepeng,DSL-SGP,2001,AMS.O.SP,B, ,88.0,0.7,C,0.0,0.0,0.0,SES-ODD,EX:UAT,DIRECT,,AGA ,The given series has not been defined (in this instance).,F,20180626 20:00:00.000000 +0800 ,GFD,00003471616DOSG1,1,00010117770ORHK1,SGD,88.0,,0,0
20180626 09:53:48.920467 +0800 ,20180626 09:53:48.977835 +0800 ,chweepeng,CROSS-SG,2411,GGR.SP,S, ,300.0,0.295,C,300.0,0.295,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010DF0,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471618DOSG1,1,00010117772ORHK1,SGD,300.0,0.2950,300.0,88.5
20180626 09:53:54.696341 +0800 ,20180626 09:53:54.819069 +0800 ,chweepeng,CROSS-SG,2411,GGR.SP,S, ,400.0,0.295,C,400.0,0.295,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010DF1,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471619DOSG1,1,00010117773ORHK1,SGD,400.0,0.2950,400.0,118.0
20180626 09:53:59.457812 +0800 ,20180626 09:53:59.490190 +0800 ,chweepeng,CROSS-SG,2411,GGR.SP,S, ,200.0,0.295,C,200.0,0.295,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010DF2,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471620DOSG1,1,00010117774ORHK1,SGD,200.0,0.2950,200.0,59.0
20180626 09:54:03.688195 +0800 ,20180626 09:54:03.779967 +0800 ,chweepeng,CROSS-SG,2411,GGR.SP,S, ,100.0,0.295,C,100.0,0.295,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010DF3,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471621DOSG1,1,00010117775ORHK1,SGD,100.0,0.2950,100.0,29.5
20180626 09:54:09.217679 +0800 ,20180626 09:54:09.314926 +0800 ,chweepeng,CROSS-SG,2411,GGR.SP,S, ,500.0,0.295,C,500.0,0.295,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010DF4,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471622DOSG1,1,00010117776ORHK1,SGD,500.0,0.2950,500.0,147.5
20180626 09:54:16.530776 +0800 ,20180626 09:54:16.648867 +0800 ,chweepeng,CROSS-SG,2411,GGR.SP,S, ,400.0,0.295,C,400.0,0.295,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010DFC,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471623DOSG1,1,00010117777ORHK1,SGD,400.0,0.2950,400.0,118.0
20180626 09:54:26.131108 +0800 ,20180626 09:54:26.192626 +0800 ,chweepeng,CROSS-SG,2411,GGR.SP,S, ,2100.0,0.295,C,2100.0,0.295,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010DFD,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471624DOSG1,1,00010117778ORHK1,SGD,2100.0,0.2950,2100.0,619.5
20180626 09:54:32.128587 +0800 ,20180626 09:54:32.226702 +0800 ,chweepeng,CROSS-SG,2411,GGR.SP,S, ,100.0,0.295,C,100.0,0.295,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010DFE,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471625DOSG1,1,00010117779ORHK1,SGD,100.0,0.2950,100.0,29.5
20180626 09:54:34.023199 +0800 ,20180626 09:54:34.133603 +0800 ,chweepeng,DSL-SGP,2001,AMS.O.SP,S, ,55.0,0.7,C,55.0,0.7,0.0,SES-ODD,EX:UAT,DIRECT,6145590100010DFF,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471626DOSG1,1,00010117780ORHK1,SGD,55.0,0.7000,55.0,38.5
20180626 09:54:48.454258 +0800 ,20180626 09:54:48.521696 +0800 ,chweepeng,DSL-SGP,2001,HPHT.SP,B, ,100.0,0.27,C,100.0,0.27,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010E04,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471627DOSG1,1,00010117781ORHK1,USD,100.0,0.2700,100.0,27.0
20180626 09:54:53.051735 +0800 ,20180626 09:54:53.077927 +0800 ,chweepeng,DSL-SGP,2001,HPHT.SP,B, ,200.0,0.27,C,200.0,0.27,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010E05,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471628DOSG1,1,00010117782ORHK1,USD,200.0,0.2700,200.0,54.0
20180626 09:54:56.888522 +0800 ,20180626 09:54:56.992753 +0800 ,chweepeng,DSL-SGP,2001,HPHT.SP,B, ,300.0,0.27,C,300.0,0.27,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010E06,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471629DOSG1,1,00010117783ORHK1,USD,300.0,0.2700,300.0,81.0
20180626 09:55:00.327488 +0800 ,20180626 09:55:00.378957 +0800 ,chweepeng,DSL-SGP,2001,HPHT.SP,B, ,400.0,0.27,C,400.0,0.27,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010E07,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471630DOSG1,1,00010117784ORHK1,USD,400.0,0.2700,400.0,108.0
20180626 09:55:04.301754 +0800 ,20180626 09:55:04.407225 +0800 ,chweepeng,DSL-SGP,2001,HPHT.SP,B, ,100.0,0.27,C,100.0,0.27,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010E08,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471631DOSG1,1,00010117785ORHK1,USD,100.0,0.2700,100.0,27.0
20180626 09:55:08.782929 +0800 ,20180626 09:55:08.902331 +0800 ,chweepeng,DSL-SGP,2001,HPHT.SP,B, ,300.0,0.27,C,300.0,0.27,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010E09,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471632DOSG1,1,00010117786ORHK1,USD,300.0,0.2700,300.0,81.0
20180626 09:55:13.328941 +0800 ,20180626 09:55:13.458455 +0800 ,chweepeng,DSL-SGP,2001,HPHT.SP,B, ,2300.0,0.27,C,2300.0,0.27,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010E0F,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471633DOSG1,1,00010117787ORHK1,USD,2300.0,0.2700,2300.0,621.0
20180626 09:55:18.616225 +0800 ,20180626 09:55:18.654063 +0800 ,chweepeng,DSL-SGP,2001,HPHT.SP,B, ,200.0,0.27,C,200.0,0.27,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010E10,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471634DOSG1,1,00010117788ORHK1,USD,200.0,0.2700,200.0,54.0
20180626 09:55:22.249367 +0800 ,20180626 09:55:22.360345 +0800 ,chweepeng,DSL-SGP,2001,HPHT.SP,B, ,500.0,0.27,C,500.0,0.27,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010E13,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471635DOSG1,1,00010117789ORHK1,USD,500.0,0.2700,500.0,135.0
20180626 09:55:25.729390 +0800 ,20180626 09:55:25.855242 +0800 ,chweepeng,DSL-SGP,2001,HPHT.SP,B, ,700.0,0.27,C,700.0,0.27,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010E17,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471636DOSG1,1,00010117790ORHK1,USD,700.0,0.2700,700.0,189.0
20180626 09:28:48.890995 +0800 ,20180626 10:51:36.873815 +0800 ,DMA,SGGMI,3017,AMS.SP,S, ,2000.0,0.69,C,2000.0,0.69,0.0,SES-MAIN,SGGMIMM|EX:UAT,DIRECT,6145590100010CC5,AGA ,SUCCESS,M,20180629 20:00:00.000000 +0800 ,GTD,00003471516DOSG1,1,TK1PKSGOrder8572,SGD,2000.0,0.6900,2000.0,1380.0
20180626 10:51:36.783091 +0800 ,20180626 10:51:36.880846 +0800 ,chweepeng,DSL-SGP,2001,AMS.SP,B, ,3000.0,0.7,C,3000.0,0.693333333333,0.0,SES-MAIN,EX:UAT,DIRECT,6145590100010EBF,AGA ,SUCCESS,M,20180626 20:00:00.000000 +0800 ,GFD,00003471639DOSG1,1,00010117795ORHK1,SGD,3000.0,0.6933,3000.0,2080.0
20180626 10:57:54.894659 +0800 ,20180626 17:00:00.478902 +0800 ,DMA,HORIZON,2886,AMS.SP,B, ,1000.0,0.68,C,0.0,0.0,0.0,SES-MAIN,HORIZON|EX:UAT,DIRECT,6145590100010EC1,AGA ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471640DOSG1,1,TK1PKSGOrder8573,SGD,1000.0,,0,0
20180626 09:27:50.350089 +0800 ,20180626 17:00:00.480351 +0800 ,DMA,SGGMI,3017,AMS.SP,B, ,3000.0,0.66,C,0.0,0.0,0.0,SES-MAIN,SGGMIMM|EX:UAT,DIRECT,6145590100010CC4,AGA ,Order is eliminated successfully.,E,20180725 20:00:00.000000 +0800 ,GTC,00003471515DOSG1,1,TK1PKSGOrder8571,SGD,3000.0,,0,0
20180625 17:17:20.843358 +0800 ,20180626 17:00:00.481099 +0800 ,DMA,SGGMI,3017,AMS.SP,B, ,5000.0,0.65,C,500.0,0.65,0.0,SES-MAIN,SGGMIMM|EX:UAT,DIRECT,6143F10100010DCE,AGA ,Order is eliminated successfully.,E,20180724 20:00:00.000000 +0800 ,GTC,00003471490DOSG1,1,TK1PKSGOrder8567,SGD,5000.0,0.6500,500.0,325.0
20180625 17:18:17.596980 +0800 ,20180626 17:00:00.483317 +0800 ,DMA,SGGMI,3017,AMS.SP,S, ,6000.0,0.7,C,1600.0,0.7,0.0,SES-MAIN,SGGMIMM|,DIRECT,6143F10100010DD4,AGA ,Order is eliminated successfully.,E,20180629 20:00:00.000000 +0800 ,GTD,00003471491DOSG1,2,TK1RPLS8570,SGD,5600.0,0.7000,1200.0,840.0
20180626 09:15:28.055545 +0800 ,20180626 17:00:00.486529 +0800 ,chweepeng,DSL-SGP,2001,GENS.SP,B, ,500.0,1.22,C,0.0,0.0,0.0,SES-MAIN,,DIRECT,6145590100010CB7,,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471509DOSG1,1,00010117694ORHK1,SGD,500.0,,0,0
20180626 09:16:58.937500 +0800 ,20180626 17:00:00.488563 +0800 ,chweepeng,DSL-SGP,2001,GENS.SP,S, ,200.0,1.23,C,100.0,1.23,0.0,SES-MAIN,,DIRECT,6145590100010CB8,,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471510DOSG1,1,00010117703ORHK1,SGD,200.0,1.2300,100.0,123.0
20180626 09:35:15.240563 +0800 ,20180626 17:00:00.498855 +0800 ,chweepeng,DSL-SGP,2001,GGR.SP,B, ,50000.0,0.295,C,4100.0,0.295,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010CDD,AGA ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471539DOSG1,1,00010117738ORHK1,SGD,50000.0,0.2950,4100.0,1209.5
20180626 09:46:35.639921 +0800 ,20180626 17:00:00.507725 +0800 ,chweepeng,DSL-SGP,2001,GGR.SP,B, ,200.0,0.295,C,0.0,0.0,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010DC0,AGA ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471605DOSG1,1,00010117757ORHK1,SGD,200.0,,0,0
20180626 09:46:37.575429 +0800 ,20180626 17:00:00.511297 +0800 ,chweepeng,DSL-SGP,2001,GGR.SP,B, ,400.0,0.295,C,0.0,0.0,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010DC1,AGA ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471606DOSG1,1,00010117758ORHK1,SGD,400.0,,0,0
20180626 09:46:39.287188 +0800 ,20180626 17:00:00.518465 +0800 ,chweepeng,DSL-SGP,2001,GGR.SP,B, ,700.0,0.295,C,0.0,0.0,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010DC2,AGA ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471607DOSG1,1,00010117759ORHK1,SGD,700.0,,0,0
20180626 09:46:40.969212 +0800 ,20180626 17:00:00.520846 +0800 ,chweepeng,DSL-SGP,2001,GGR.SP,B, ,500.0,0.295,C,0.0,0.0,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010DC3,AGA ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471608DOSG1,1,00010117760ORHK1,SGD,500.0,,0,0
20180626 09:46:46.155634 +0800 ,20180626 17:00:00.523612 +0800 ,chweepeng,DSL-SGP,2001,GGR.SP,B, ,400.0,0.295,C,0.0,0.0,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010DC4,AGA ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471609DOSG1,1,00010117761ORHK1,SGD,400.0,,0,0
20180626 09:12:01.582939 +0800 ,20180626 17:00:00.526317 +0800 ,DMA,DAIWARSP,2027,GGR.SP,B, ,5000.0,0.29,C,4100.0,0.29,0.0,SES-MAIN,DAIWARSP|EX:UAT test dma order,DIRECT,6145590100010CB3,AGA FOR ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471506DOSG1,1,BSS20180626-00002-00001,SGD,5000.0,0.2900,4100.0,1189.0
20180626 09:30:34.384986 +0800 ,20180626 17:00:00.530816 +0800 ,chweepeng,DSL-SGP,2001,GGR.SP,B, ,100.0,0.29,C,0.0,0.0,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010CC6,AGA ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471517DOSG1,1,00010117715ORHK1,SGD,100.0,,0,0
