CustomerInfo,StockCode,BuySell,TradeCount,TradeSize,Consideration,AvgPx
00003772064OSG1,C61U_RY,S,1,100,166.0,1.66
00003772065OSG1,C61U_RY,S,1,100,166.0,1.66
00003772066OSG1,C61U_RY,S,1,100,166.0,1.66
00003772067OSG1,C61U_RY,S,1,100,166.0,1.66
00003772068OSG1,C61U_RY,S,1,100,166.0,1.66
00003772069OSG1,C61U_RY,S,1,100,166.0,1.66
00003772070OSG1,C61U_RY,S,1,100,166.0,1.66
00003772071OSG1,C61U_RY,S,1,100,166.0,1.66
00003772072OSG1,C61U_RY,S,1,100,166.0,1.66
00003772073OSG1,C61U_RY,S,1,100,166.0,1.66
00003772074OSG1,C61U_RY,S,1,100,166.0,1.66
00003772075OSG1,C61U_RY,S,1,100,166.0,1.66
00003772076OSG1,C61U_RY,S,1,100,166.0,1.66
00003772077OSG1,C61U_RY,S,1,100,166.0,1.66
00003772078OSG1,C61U_RY,S,1,100,166.0,1.66
00003772079OSG1,C61U_RY,S,1,100,166.0,1.66
00003772080OSG1,C61U_RY,S,1,100,166.0,1.66
00003772081OSG1,C61U_RY,S,1,100,166.0,1.66
00003772082OSG1,C61U_RY,S,1,100,166.0,1.66
00003772083OSG1,C61U_RY,S,1,100,166.0,1.66
00003772084OSG1,C61U_RY,S,1,100,166.0,1.66
00003772085OSG1,C61U_RY,S,1,100,166.0,1.66
00003772086OSG1,C61U_RY,S,1,100,166.0,1.66
00003772087OSG1,C61U_RY,S,1,100,166.0,1.66
00003772088OSG1,C61U_RY,S,1,100,166.0,1.66
00003772089OSG1,C61U_RY,S,1,100,166.0,1.66
00003772090OSG1,C61U_RY,S,1,100,166.0,1.66
00003772091OSG1,C61U_RY,S,1,100,166.0,1.66
00003772092OSG1,C61U_RY,S,1,100,166.0,1.66
00003772093OSG1,C61U_RY,S,1,100,166.0,1.66
00003772094OSG1,C61U_RY,S,1,100,166.0,1.66
00003772095OSG1,C61U_RY,S,1,100,166.0,1.66
00003772096OSG1,C61U_RY,S,1,100,166.0,1.66
00003772097OSG1,C61U_RY,S,1,100,166.0,1.66
00003772098OSG1,C61U_RY,S,1,100,166.0,1.66
00003772099OSG1,C61U_RY,S,1,100,166.0,1.66
00003772100OSG1,C61U_RY,S,1,100,166.0,1.66
00003772101OSG1,C61U_RY,S,1,100,166.0,1.66
00003772102OSG1,C61U_RY,S,1,100,166.0,1.66
00003772103OSG1,C61U_RY,S,1,100,166.0,1.66
00003772104OSG1,C61U_RY,S,1,100,166.0,1.66
00003772105OSG1,C61U_RY,S,1,100,166.0,1.66
00003772106OSG1,C61U_RY,S,1,100,166.0,1.66
00003772107OSG1,C61U_RY,S,1,100,166.0,1.66
00003772108OSG1,C61U_RY,S,1,100,166.0,1.66
00003772109OSG1,C61U_RY,S,1,100,166.0,1.66
00003772110OSG1,C61U_RY,S,1,100,166.0,1.66
00003772111OSG1,C61U_RY,S,1,100,166.0,1.66
00003772112OSG1,C61U_RY,S,1,100,166.0,1.66
00003772113OSG1,C61U_RY,S,1,100,166.0,1.66
00003772114OSG1,C61U_RY,S,1,100,166.0,1.66
00003772115OSG1,C61U_RY,S,1,100,166.0,1.66
00003772116OSG1,C61U_RY,S,1,100,166.0,1.66
00003772117OSG1,C61U_RY,S,1,100,166.0,1.66
00003772118OSG1,C61U_RY,S,1,100,166.0,1.66
00003772119OSG1,C61U_RY,S,1,100,166.0,1.66
00003772120OSG1,C61U_RY,S,1,100,166.0,1.66
00003772121OSG1,C61U_RY,S,1,100,166.0,1.66
00003772122OSG1,C61U_RY,S,1,100,166.0,1.66
00003772123OSG1,C61U_RY,S,1,100,166.0,1.66
00003772124OSG1,C61U_RY,S,1,100,166.0,1.66
00003772125OSG1,C61U_RY,S,1,100,166.0,1.66
00003772126OSG1,C61U_RY,S,1,100,166.0,1.66
00003772127OSG1,C61U_RY,S,1,100,166.0,1.66
00003772128OSG1,C61U_RY,S,1,100,166.0,1.66
00003772129OSG1,C61U_RY,S,1,100,166.0,1.66
00003772130OSG1,C61U_RY,S,1,100,166.0,1.66
00003772131OSG1,C61U_RY,S,1,100,166.0,1.66
00003772132OSG1,C61U_RY,S,1,100,166.0,1.66
00003772133OSG1,C61U_RY,S,1,100,166.0,1.66
00003772134OSG1,C61U_RY,S,1,100,166.0,1.66
00003772135OSG1,C61U_RY,S,1,100,166.0,1.66
00003772136OSG1,C61U_RY,S,1,100,166.0,1.66
00003772138OSG1,C61U_RY,S,1,100,166.0,1.66
00003772139OSG1,C61U_RY,S,1,100,166.0,1.66
00003772140OSG1,C61U_RY,S,1,100,166.0,1.66
00003772142OSG1,C61U_RY,S,1,100,166.0,1.66
00003772143OSG1,C61U_RY,S,1,100,166.0,1.66
00003772146OSG1,C61U_RY,S,1,100,166.0,1.66
00003772147OSG1,C61U_RY,S,1,100,166.0,1.66
00003772148OSG1,C61U_RY,S,1,100,166.0,1.66
00003772149OSG1,C61U_RY,S,1,100,166.0,1.66
00003772150OSG1,C61U_RY,S,1,100,166.0,1.66
00003772151OSG1,C61U_RY,S,1,100,166.0,1.66
00003772152OSG1,C61U_RY,S,1,100,166.0,1.66
00003772153OSG1,C61U_RY,S,1,100,166.0,1.66
00003772154OSG1,C61U_RY,S,1,100,166.0,1.66
00003772156OSG1,C61U_RY,S,1,100,166.0,1.66
00003772157OSG1,C61U_RY,S,1,100,166.0,1.66
00003772158OSG1,C61U_RY,S,1,100,166.0,1.66
00003772159OSG1,C61U_RY,S,1,100,166.0,1.66
00003772160OSG1,C61U_RY,S,1,100,166.0,1.66
00003772161OSG1,C61U_RY,S,1,100,166.0,1.66
00003772162OSG1,C61U_RY,S,1,100,166.0,1.66
00003772163OSG1,C61U_RY,S,1,100,166.0,1.66
00003772164OSG1,C61U_RY,S,1,100,166.0,1.66
00003772165OSG1,C61U_RY,S,1,100,166.0,1.66
00003772166OSG1,C61U_RY,S,1,100,166.0,1.66
00003772167OSG1,C61U_RY,S,1,100,166.0,1.66
00003772168OSG1,C61U_RY,S,1,100,166.0,1.66
00003772169OSG1,C61U_RY,S,1,100,166.0,1.66
00003772170OSG1,C61U_RY,S,1,100,166.0,1.66
00003772171OSG1,C61U_RY,S,1,100,166.0,1.66
00003772172OSG1,C61U_RY,S,1,100,166.0,1.66
00003772173OSG1,C61U_RY,S,1,100,166.0,1.66
00003772174OSG1,C61U_RY,S,1,100,166.0,1.66
00003772175OSG1,C61U_RY,S,1,100,166.0,1.66
00003772176OSG1,C61U_RY,S,1,100,166.0,1.66
00003772177OSG1,C61U_RY,S,1,100,166.0,1.66
00003772178OSG1,C61U_RY,S,1,100,166.0,1.66
00003772179OSG1,C61U_RY,S,1,100,166.0,1.66
00003772180OSG1,C09_RY,B,8,2000,21940.0,10.97
00003772181OSG1,C61U_RY,S,1,100,166.0,1.66
00003772182OSG1,C61U_RY,S,1,100,166.0,1.66
00003772183OSG1,C61U_RY,S,1,100,166.0,1.66
00003772184OSG1,C61U_RY,S,1,100,166.0,1.66
00003772185OSG1,C61U_RY,S,1,100,166.0,1.66
00003772186OSG1,C61U_RY,S,1,100,166.0,1.66
00003772187OSG1,C61U_RY,S,1,100,166.0,1.66
00003772188OSG1,C61U_RY,S,1,100,166.0,1.66
00003772189OSG1,C61U_RY,S,1,100,166.0,1.66
00003772190OSG1,C61U_RY,S,1,100,166.0,1.66
00003772191OSG1,C61U_RY,S,1,100,166.0,1.66
00003772192OSG1,C61U_RY,S,1,100,166.0,1.66
00003772193OSG1,C61U_RY,S,1,100,166.0,1.66
00003772194OSG1,C61U_RY,S,1,100,166.0,1.66
00003772195OSG1,C61U_RY,S,1,100,166.0,1.66
00003772196OSG1,C61U_RY,S,1,100,166.0,1.66
00003772197OSG1,C61U_RY,S,1,100,166.0,1.66
00003772198OSG1,C61U_RY,S,1,100,166.0,1.66
00003772199OSG1,C61U_RY,S,1,100,166.0,1.66
00003772200OSG1,C61U_RY,S,1,100,166.0,1.66
00003772201OSG1,C61U_RY,S,1,100,166.0,1.66
00003772202OSG1,C61U_RY,S,1,100,166.0,1.66
00003772203OSG1,C61U_RY,S,1,100,166.0,1.66
00003772204OSG1,C61U_RY,S,1,100,166.0,1.66
00003772205OSG1,C61U_RY,S,1,100,166.0,1.66
00003772206OSG1,C61U_RY,S,1,100,166.0,1.66
00003772207OSG1,C61U_RY,S,1,100,166.0,1.66
00003772208OSG1,C61U_RY,S,1,100,166.0,1.66
00003772209OSG1,C61U_RY,S,1,100,166.0,1.66
00003772210OSG1,K71U_RY,B,1,50000,55500.00000000001,1.11
00003772211OSG1,V03_RY,B,1,100,1751.0000000000002,17.51
00003772212OSG1,V03_RY,B,1,300,5253.000000000001,17.51
00003772214OSG1,V03_RY,B,1,200,3500.0,17.5
00003772215OSG1,V03_RY,B,1,100,1748.9999999999998,17.49
00003772216OSG1,V03_RY,B,1,100,1748.9999999999998,17.49
00003772220OSG1,C61U_RY,B,10,200000,332000.0,1.66
00003772224OSG1,T82U_RY,B,3,5000,8650.0,1.73
00003772225OSG1,S08_RY,B,56,71000,90170.0,1.27
00003772227OSG1,T82U_RY,B,4,15000,25950.0,1.73
00003772228OSG1,V03_RY,B,1,200,3497.9999999999995,17.49
00003772231OSG1,C31_RY,S,31,177200,554636.0,3.13
00003772233OSG1,C31_RY,S,1,100,313.0,3.13
00003772234OSG1,C31_RY,S,1,100,313.0,3.13
00003772235OSG1,C31_RY,S,1,100,313.0,3.13
00003772236OSG1,C31_RY,S,1,100,313.0,3.13
00003772237OSG1,C31_RY,S,1,100,313.0,3.13
00003772238OSG1,C31_RY,S,1,100,313.0,3.13
00003772239OSG1,C31_RY,S,1,100,313.0,3.13
00003772240OSG1,C31_RY,S,1,100,313.0,3.13
00003772241OSG1,C31_RY,S,1,100,313.0,3.13
00003772242OSG1,C31_RY,S,1,100,313.0,3.13
00003772243OSG1,C31_RY,S,1,100,313.0,3.13
00003772244OSG1,C31_RY,S,1,100,313.0,3.13
00003772245OSG1,C31_RY,S,1,100,313.0,3.13
00003772246OSG1,C31_RY,S,1,100,313.0,3.13
00003772247OSG1,C31_RY,S,1,100,313.0,3.13
00003772248OSG1,C31_RY,S,1,100,313.0,3.13
00003772249OSG1,C31_RY,S,1,100,313.0,3.13
00003772250OSG1,C31_RY,S,1,100,313.0,3.13
00003772251OSG1,C31_RY,S,1,100,313.0,3.13
00003772252OSG1,C31_RY,S,1,100,313.0,3.13
00003772253OSG1,C31_RY,S,1,100,313.0,3.13
00003772254OSG1,C31_RY,S,1,100,313.0,3.13
00003772255OSG1,C31_RY,S,1,100,313.0,3.13
00003772256OSG1,C31_RY,S,1,100,313.0,3.13
00003772257OSG1,C31_RY,S,1,100,313.0,3.13
00003772258OSG1,C31_RY,S,1,100,313.0,3.13
00003772259OSG1,C31_RY,S,1,100,313.0,3.13
00003772260OSG1,C31_RY,S,1,100,313.0,3.13
00003772261OSG1,C31_RY,S,1,100,313.0,3.13
00003772262OSG1,C31_RY,S,1,100,313.0,3.13
00003772263OSG1,C31_RY,S,1,100,313.0,3.13
00003772264OSG1,C31_RY,S,1,100,313.0,3.13
00003772265OSG1,C31_RY,S,1,100,313.0,3.13
00003772266OSG1,C31_RY,S,1,100,313.0,3.13
00003772267OSG1,C31_RY,S,1,100,313.0,3.13
00003772268OSG1,C31_RY,S,1,100,313.0,3.13
00003772269OSG1,C31_RY,S,1,100,313.0,3.13
00003772270OSG1,C31_RY,S,1,100,313.0,3.13
00003772271OSG1,C31_RY,S,1,100,313.0,3.13
00003772272OSG1,C31_RY,S,1,100,313.0,3.13
00003772273OSG1,C31_RY,S,1,100,313.0,3.13
00003772274OSG1,C31_RY,S,1,100,313.0,3.13
00003772275OSG1,C31_RY,S,1,100,313.0,3.13
00003772276OSG1,C31_RY,S,1,100,313.0,3.13
00003772277OSG1,C31_RY,S,1,100,313.0,3.13
00003772278OSG1,C31_RY,S,1,100,313.0,3.13
00003772279OSG1,C31_RY,S,1,100,313.0,3.13
00003772280OSG1,C31_RY,S,1,100,313.0,3.13
00003772281OSG1,C31_RY,S,1,100,313.0,3.13
00003772282OSG1,C31_RY,S,1,100,313.0,3.13
00003772283OSG1,C31_RY,S,1,100,313.0,3.13
00003772284OSG1,C31_RY,S,1,100,313.0,3.13
00003772285OSG1,C31_RY,S,1,100,313.0,3.13
00003772286OSG1,C31_RY,S,1,100,313.0,3.13
00003772287OSG1,C31_RY,S,1,100,313.0,3.13
00003772288OSG1,C31_RY,S,1,100,313.0,3.13
00003772289OSG1,C31_RY,S,1,100,313.0,3.13
00003772290OSG1,C31_RY,S,1,100,313.0,3.13
00003772291OSG1,C31_RY,S,1,100,313.0,3.13
00003772292OSG1,C31_RY,S,1,100,313.0,3.13
00003772293OSG1,C31_RY,S,1,100,313.0,3.13
00003772294OSG1,C31_RY,S,1,100,313.0,3.13
00003772295OSG1,C31_RY,S,1,100,313.0,3.13
00003772296OSG1,C31_RY,S,1,100,313.0,3.13
00003772297OSG1,C31_RY,S,1,100,313.0,3.13
00003772298OSG1,C31_RY,S,1,100,313.0,3.13
00003772299OSG1,C31_RY,S,1,100,313.0,3.13
00003772300OSG1,C31_RY,S,1,100,313.0,3.13
00003772301OSG1,C31_RY,S,1,100,313.0,3.13
00003772302OSG1,C31_RY,S,1,100,313.0,3.13
00003772303OSG1,C31_RY,S,1,100,313.0,3.13
00003772304OSG1,C31_RY,S,1,100,313.0,3.13
00003772305OSG1,C31_RY,S,1,100,313.0,3.13
00003772306OSG1,C31_RY,S,1,100,313.0,3.13
00003772307OSG1,C31_RY,S,1,100,313.0,3.13
00003772308OSG1,C31_RY,S,1,100,313.0,3.13
00003772309OSG1,C31_RY,S,1,100,313.0,3.13
00003772310OSG1,C31_RY,S,1,100,313.0,3.13
00003772311OSG1,C31_RY,S,1,100,313.0,3.13
00003772312OSG1,C31_RY,S,1,100,313.0,3.13
00003772313OSG1,C31_RY,S,1,100,313.0,3.13
00003772314OSG1,C31_RY,S,1,100,313.0,3.13
00003772315OSG1,C31_RY,S,1,100,313.0,3.13
00003772316OSG1,C31_RY,S,1,100,313.0,3.13
00003772317OSG1,C31_RY,S,1,100,313.0,3.13
00003772318OSG1,C31_RY,S,1,100,313.0,3.13
00003772319OSG1,C31_RY,S,1,100,313.0,3.13
00003772320OSG1,C31_RY,S,1,100,313.0,3.13
00003772321OSG1,C31_RY,S,1,100,313.0,3.13
00003772322OSG1,C31_RY,S,1,100,313.0,3.13
00003772323OSG1,C31_RY,S,1,100,313.0,3.13
00003772325OSG1,V03_RY,B,1,100,1748.0,17.48
00003772327OSG1,V03_RY,B,1,100,1748.0,17.48
00003772328OSG1,V03_RY,B,1,100,1747.0,17.47
00003772329OSG1,C31_RY,S,1,100,313.0,3.13
00003772330OSG1,C31_RY,S,1,100,313.0,3.13
00003772331OSG1,C31_RY,S,1,100,313.0,3.13
00003772332OSG1,C31_RY,S,1,100,313.0,3.13
00003772333OSG1,C31_RY,S,1,100,313.0,3.13
00003772334OSG1,C31_RY,S,1,100,313.0,3.13
00003772335OSG1,C31_RY,S,1,100,313.0,3.13
00003772336OSG1,C31_RY,S,1,100,313.0,3.13
00003772337OSG1,C31_RY,S,1,100,313.0,3.13
00003772338OSG1,C31_RY,S,1,100,313.0,3.13
00003772339OSG1,C31_RY,S,1,100,313.0,3.13
00003772340OSG1,C31_RY,S,1,100,313.0,3.13
00003772341OSG1,C31_RY,S,1,100,313.0,3.13
00003772342OSG1,C31_RY,S,1,100,313.0,3.13
00003772343OSG1,C31_RY,S,1,100,313.0,3.13
00003772344OSG1,C31_RY,S,1,100,313.0,3.13
00003772345OSG1,C31_RY,S,1,100,313.0,3.13
00003772346OSG1,C31_RY,S,1,100,313.0,3.13
00003772347OSG1,C31_RY,S,1,100,313.0,3.13
00003772348OSG1,C31_RY,S,1,100,313.0,3.13
00003772349OSG1,C31_RY,S,1,100,313.0,3.13
00003772350OSG1,C31_RY,S,1,100,313.0,3.13
00003772351OSG1,C31_RY,S,1,100,313.0,3.13
00003772352OSG1,C31_RY,S,1,100,313.0,3.13
00003772353OSG1,C31_RY,S,1,100,313.0,3.13
00003772354OSG1,C31_RY,S,1,100,313.0,3.13
00003772355OSG1,C31_RY,S,1,100,313.0,3.13
00003772356OSG1,C31_RY,S,1,100,313.0,3.13
00003772357OSG1,C31_RY,S,1,100,313.0,3.13
00003772358OSG1,C31_RY,S,1,100,313.0,3.13
00003772359OSG1,C31_RY,S,1,100,313.0,3.13
00003772360OSG1,C31_RY,S,1,100,313.0,3.13
00003772361OSG1,C31_RY,S,1,100,313.0,3.13
00003772362OSG1,C31_RY,S,1,100,313.0,3.13
00003772363OSG1,C31_RY,S,1,100,313.0,3.13
00003772364OSG1,C31_RY,S,1,100,313.0,3.13
00003772365OSG1,C31_RY,S,1,100,313.0,3.13
00003772366OSG1,C31_RY,S,1,100,313.0,3.13
00003772367OSG1,C31_RY,S,1,100,313.0,3.13
00003772368OSG1,C31_RY,S,1,100,313.0,3.13
00003772369OSG1,C31_RY,S,1,100,313.0,3.13
00003772370OSG1,C31_RY,S,1,100,313.0,3.13
00003772371OSG1,C31_RY,S,1,100,313.0,3.13
00003772372OSG1,C31_RY,S,1,100,313.0,3.13
00003772373OSG1,C31_RY,S,1,100,313.0,3.13
00003772374OSG1,C31_RY,S,1,100,313.0,3.13
00003772375OSG1,C31_RY,S,1,100,313.0,3.13
00003772376OSG1,C31_RY,S,1,100,313.0,3.13
00003772377OSG1,C31_RY,S,1,100,313.0,3.13
00003772378OSG1,C31_RY,S,1,100,313.0,3.13
00003772379OSG1,C31_RY,S,1,100,313.0,3.13
00003772380OSG1,C31_RY,S,1,100,313.0,3.13
00003772381OSG1,C31_RY,S,1,100,313.0,3.13
00003772382OSG1,C31_RY,S,1,100,313.0,3.13
00003772383OSG1,C31_RY,S,1,100,313.0,3.13
00003772384OSG1,C31_RY,S,1,100,313.0,3.13
00003772385OSG1,C31_RY,S,1,100,313.0,3.13
00003772386OSG1,C31_RY,S,1,100,313.0,3.13
00003772387OSG1,C31_RY,S,1,100,313.0,3.13
00003772388OSG1,C31_RY,S,1,100,313.0,3.13
00003772389OSG1,C31_RY,S,1,100,313.0,3.13
00003772390OSG1,C31_RY,S,1,100,313.0,3.13
00003772391OSG1,C31_RY,S,1,100,313.0,3.13
00003772392OSG1,C31_RY,S,1,100,313.0,3.13
00003772393OSG1,C31_RY,S,1,100,313.0,3.13
00003772394OSG1,C31_RY,S,1,100,313.0,3.13
00003772395OSG1,C31_RY,S,1,100,313.0,3.13
00003772396OSG1,C31_RY,S,1,100,313.0,3.13
00003772397OSG1,C31_RY,S,1,100,313.0,3.13
00003772398OSG1,C31_RY,S,1,100,313.0,3.13
00003772399OSG1,C31_RY,S,1,100,313.0,3.13
00003772400OSG1,C31_RY,S,1,100,313.0,3.13
00003772401OSG1,C31_RY,S,1,100,313.0,3.13
00003772402OSG1,C31_RY,S,1,100,313.0,3.13
00003772403OSG1,C31_RY,S,1,100,313.0,3.13
00003772404OSG1,C31_RY,S,1,100,313.0,3.13
00003772405OSG1,C31_RY,S,1,100,313.0,3.13
00003772406OSG1,C31_RY,S,1,100,313.0,3.13
00003772407OSG1,C31_RY,S,1,100,313.0,3.13
00003772408OSG1,C31_RY,S,1,100,313.0,3.13
00003772409OSG1,C31_RY,S,1,100,313.0,3.13
00003772410OSG1,C31_RY,S,1,100,313.0,3.13
00003772411OSG1,C31_RY,S,1,100,313.0,3.13
00003772412OSG1,C31_RY,S,1,100,313.0,3.13
00003772413OSG1,C31_RY,S,1,100,313.0,3.13
00003772414OSG1,C31_RY,S,1,100,313.0,3.13
00003772415OSG1,C31_RY,S,1,100,313.0,3.13
00003772417OSG1,C31_RY,S,1,100,313.0,3.13
00003772418OSG1,C31_RY,S,1,100,313.0,3.13
00003772419OSG1,C31_RY,S,1,100,313.0,3.13
00003772420OSG1,C31_RY,S,1,100,313.0,3.13
00003772421OSG1,C31_RY,S,1,100,313.0,3.13
00003772422OSG1,C31_RY,S,1,100,313.0,3.13
00003772423OSG1,C31_RY,S,1,100,313.0,3.13
00003772424OSG1,C31_RY,S,1,100,313.0,3.13
00003772425OSG1,C31_RY,S,1,100,313.0,3.13
00003772426OSG1,C31_RY,S,1,100,313.0,3.13
00003772427OSG1,C31_RY,S,1,100,313.0,3.13
00003772428OSG1,C31_RY,S,1,100,313.0,3.13
00003772429OSG1,C31_RY,S,1,100,313.0,3.13
00003772430OSG1,C31_RY,S,1,100,313.0,3.13
00003772431OSG1,C31_RY,S,1,100,313.0,3.13
00003772432OSG1,C31_RY,S,1,100,313.0,3.13
00003772433OSG1,C31_RY,S,1,100,313.0,3.13
00003772434OSG1,C31_RY,S,1,100,313.0,3.13
00003772435OSG1,C31_RY,S,1,100,313.0,3.13
00003772436OSG1,C31_RY,S,1,100,313.0,3.13
00003772437OSG1,C31_RY,S,1,100,313.0,3.13
00003772438OSG1,C31_RY,S,1,100,313.0,3.13
00003772439OSG1,C31_RY,S,1,100,313.0,3.13
00003772440OSG1,C31_RY,S,1,100,313.0,3.13
00003772441OSG1,C31_RY,S,1,100,313.0,3.13
00003772442OSG1,C31_RY,S,1,100,313.0,3.13
00003772443OSG1,C31_RY,S,1,100,313.0,3.13
00003772444OSG1,C31_RY,S,1,100,313.0,3.13
00003772445OSG1,C31_RY,S,1,100,313.0,3.13
00003772446OSG1,C31_RY,S,1,100,313.0,3.13
00003772447OSG1,C31_RY,S,1,100,313.0,3.13
00003772448OSG1,C31_RY,S,1,100,313.0,3.13
00003772449OSG1,C31_RY,S,1,100,313.0,3.13
00003772450OSG1,C31_RY,S,1,100,313.0,3.13
00003772451OSG1,C31_RY,S,1,100,313.0,3.13
00003772452OSG1,C31_RY,S,1,100,313.0,3.13
00003772453OSG1,C31_RY,S,1,100,313.0,3.13
00003772454OSG1,C31_RY,S,1,100,313.0,3.13
00003772455OSG1,C31_RY,S,1,100,313.0,3.13
00003772456OSG1,C31_RY,S,1,100,313.0,3.13
00003772457OSG1,C31_RY,S,1,100,313.0,3.13
00003772458OSG1,C31_RY,S,1,100,313.0,3.13
00003772459OSG1,C31_RY,S,1,100,313.0,3.13
00003772460OSG1,C31_RY,S,1,100,313.0,3.13
00003772461OSG1,C31_RY,S,1,100,313.0,3.13
00003772462OSG1,C31_RY,S,1,100,313.0,3.13
00003772463OSG1,C31_RY,S,1,100,313.0,3.13
00003772464OSG1,C31_RY,S,1,100,313.0,3.13
00003772465OSG1,C31_RY,S,1,100,313.0,3.13
00003772466OSG1,C31_RY,S,1,100,313.0,3.13
00003772467OSG1,C31_RY,S,1,100,313.0,3.13
00003772468OSG1,C31_RY,S,1,100,313.0,3.13
00003772469OSG1,C31_RY,S,1,100,313.0,3.13
00003772470OSG1,C31_RY,S,1,100,313.0,3.13
00003772471OSG1,C31_RY,S,1,100,313.0,3.13
00003772472OSG1,C31_RY,S,1,100,313.0,3.13
00003772473OSG1,C31_RY,S,1,100,313.0,3.13
00003772474OSG1,C31_RY,S,1,100,313.0,3.13
00003772475OSG1,C31_RY,S,1,100,313.0,3.13
00003772476OSG1,C31_RY,S,1,100,313.0,3.13
00003772477OSG1,C31_RY,S,1,100,313.0,3.13
00003772478OSG1,C31_RY,S,1,100,313.0,3.13
00003772479OSG1,C31_RY,S,1,100,313.0,3.13
00003772480OSG1,C31_RY,S,1,100,313.0,3.13
00003772481OSG1,C31_RY,S,1,100,313.0,3.13
00003772482OSG1,C31_RY,S,1,100,313.0,3.13
00003772483OSG1,C31_RY,S,1,100,313.0,3.13
00003772484OSG1,C31_RY,S,1,100,313.0,3.13
00003772485OSG1,C31_RY,S,1,100,313.0,3.13
00003772486OSG1,C31_RY,S,1,100,313.0,3.13
00003772487OSG1,C31_RY,S,1,100,313.0,3.13
00003772488OSG1,C31_RY,S,1,100,313.0,3.13
00003772489OSG1,C31_RY,S,1,100,313.0,3.13
00003772490OSG1,C31_RY,S,1,100,313.0,3.13
00003772491OSG1,C31_RY,S,1,100,313.0,3.13
00003772492OSG1,C31_RY,S,1,100,313.0,3.13
00003772493OSG1,C31_RY,S,1,100,313.0,3.13
00003772494OSG1,C31_RY,S,1,100,313.0,3.13
00003772495OSG1,C31_RY,S,1,100,313.0,3.13
00003772496OSG1,C31_RY,S,1,100,313.0,3.13
00003772497OSG1,C31_RY,S,1,100,313.0,3.13
00003772498OSG1,C31_RY,S,1,100,313.0,3.13
00003772499OSG1,C31_RY,S,1,100,313.0,3.13
00003772500OSG1,C31_RY,S,1,100,313.0,3.13
00003772501OSG1,C31_RY,S,1,100,313.0,3.13
00003772502OSG1,C31_RY,S,1,100,313.0,3.13
00003772503OSG1,C31_RY,S,1,100,313.0,3.13
00003772504OSG1,C31_RY,S,1,100,313.0,3.13
00003772505OSG1,C31_RY,S,1,100,313.0,3.13
00003772506OSG1,C31_RY,S,1,100,313.0,3.13
00003772507OSG1,C31_RY,S,1,100,313.0,3.13
00003772508OSG1,C31_RY,S,1,100,313.0,3.13
00003772509OSG1,C31_RY,S,1,100,313.0,3.13
00003772510OSG1,C31_RY,S,1,100,313.0,3.13
00003772511OSG1,C31_RY,S,1,100,313.0,3.13
00003772512OSG1,C31_RY,S,1,100,313.0,3.13
00003772513OSG1,C31_RY,S,1,100,313.0,3.13
00003772514OSG1,C31_RY,S,1,100,313.0,3.13
00003772515OSG1,C31_RY,S,1,100,313.0,3.13
00003772516OSG1,C31_RY,S,1,100,313.0,3.13
00003772517OSG1,C31_RY,S,1,100,313.0,3.13
00003772518OSG1,C31_RY,S,1,100,313.0,3.13
00003772519OSG1,C31_RY,S,1,100,313.0,3.13
00003772520OSG1,C31_RY,S,1,100,313.0,3.13
00003772521OSG1,C31_RY,S,1,100,313.0,3.13
00003772522OSG1,C31_RY,S,1,100,313.0,3.13
00003772523OSG1,C31_RY,S,1,100,313.0,3.13
00003772524OSG1,C31_RY,S,1,100,313.0,3.13
00003772525OSG1,C31_RY,S,1,100,313.0,3.13
00003772526OSG1,C31_RY,S,1,100,313.0,3.13
00003772527OSG1,C31_RY,S,1,100,313.0,3.13
00003772528OSG1,C31_RY,S,1,100,313.0,3.13
00003772529OSG1,C31_RY,S,1,100,313.0,3.13
00003772530OSG1,C31_RY,S,1,100,313.0,3.13
00003772531OSG1,C31_RY,S,1,100,313.0,3.13
00003772532OSG1,C31_RY,S,1,100,313.0,3.13
00003772533OSG1,C31_RY,S,1,100,313.0,3.13
00003772534OSG1,C31_RY,S,1,100,313.0,3.13
00003772535OSG1,V03_RY,B,1,100,1746.0,17.46
00003772536OSG1,C31_RY,S,1,100,313.0,3.13
00003772537OSG1,C31_RY,S,1,100,313.0,3.13
00003772538OSG1,C31_RY,S,1,100,313.0,3.13
00003772539OSG1,C31_RY,S,1,100,313.0,3.13
00003772540OSG1,C31_RY,S,1,100,313.0,3.13
00003772541OSG1,C31_RY,S,1,100,313.0,3.13
00003772542OSG1,C31_RY,S,1,100,313.0,3.13
00003772543OSG1,C31_RY,S,1,100,313.0,3.13
00003772544OSG1,C31_RY,S,1,100,313.0,3.13
00003772545OSG1,C31_RY,S,1,100,313.0,3.13
00003772546OSG1,C31_RY,S,1,100,313.0,3.13
00003772547OSG1,C31_RY,S,1,100,313.0,3.13
00003772548OSG1,C31_RY,S,1,100,313.0,3.13
00003772549OSG1,C31_RY,S,1,100,313.0,3.13
00003772550OSG1,C31_RY,S,1,100,313.0,3.13
00003772551OSG1,C31_RY,S,1,100,313.0,3.13
00003772552OSG1,C31_RY,S,1,100,313.0,3.13
00003772553OSG1,C31_RY,S,1,100,313.0,3.13
00003772554OSG1,C31_RY,S,1,100,313.0,3.13
00003772555OSG1,C31_RY,S,1,100,313.0,3.13
00003772556OSG1,C31_RY,S,1,100,313.0,3.13
