NewOrder	2016/10/03 00:45:18.000	20161003-00001-00001		PT-UBS		ANZ	AU000000ANZ3	6068079	ANZ.NZ	AUST AND NZ BANKING GROUP	XNZE	buy	5000	28.6	NZD	limit								BBG_DHKHUBIN_BLP_S42	AUTEX_DAIWAHKUAT	care	8289512	DESK		DAIWA ACT TEST		0		
 Executionreport	2016/10/03 00:45:19.000	20161003-00001-00001		DSET	PT-DHK	ANZ	AU000000ANZ3	6068079	ANZ.NZ		XNZE	buy	5000	28.6	NZD	limit	20161003-1	0	0.0	0	0.0	pendingnew	pendingnew	AUTEX_DAIWAHKUAT	BBG_DHKHUBIN_BLP_S42	care	CRAIGSDAI		DAIWA ACT TEST					
 Executionreport	2016/10/03 00:45:19.000	20161003-00001-00001		DSET	PT-DHK	ANZ	AU000000ANZ3	6068079	ANZ.NZ		XNZE	buy	5000	28.6	NZD		20161003-2	0	0.0	0	0.0	rejected	reject	AUTEX_DAIWAHKUAT	BBG_DHKHUBIN_BLP_S42	care	CRAIGSDAI		IOS Error: Invalid account					
 NewOrder	2016/10/03 01:45:37.589	DWG-20161003-00001-00001		O9TEST	PT-UBS	883	HK0883013259	B00G0S5	0883.HK	CNOOC LTD	XHKG	buy	20000	8.9	HKD	limit								TK_FIX3_DAIWAHKUAT_S41	ITGA_B42	stp	8289512	AVWAP		ACT EX:SIM		0		
 Executionreport	2016/10/03 01:45:37.000	DWG-20161003-00001-00001		O9TEST	O9TEST	883	HK0883013259	B00G0S5	0883.HK		XHKG	buy	20000	8.9	HKD		3303	0	0.0	0	0.0	new	new	ITGA_B42	TK_FIX3_DAIWAHKUAT_S41			AVWAP			TK3DWG-20161003-00001-00001			
 Executionreport	2016/10/03 02:15:19.000	DWG-20161003-00001-00003	DWG-20161003-00001-00001	O9BCVLAU	O9TEST	883	HK0883013259	B00G0S5	0883.HK		XHKG	buy	20000	8.9	HKD		6403	0	0.0	0	0.0	pendingcancel	pendingcancel	ITGA_B42	TK_FIX3_DAIWAHKUAT_S41			AVWAP			TK3DWG-20161003-00001-00001			
 Executionreport	2016/10/03 02:15:19.000	DWG-20161003-00001-00003	DWG-20161003-00001-00001	O9TEST	O9TEST	883	HK0883013259	B00G0S5	0883.HK		XHKG	buy	20000	8.9	HKD		9503	0	0.0	0	0.0	canceled	cancel	ITGA_B42	TK_FIX3_DAIWAHKUAT_S41			AVWAP			TK3DWG-20161003-00001-00001			
 
